model,execution_type,db_path,table,sql_query,question,result,valid_efficiency_score,cell_precision,cell_recall,execution_accuracy,tuple_cardinality,tuple_constraint,tuple_order
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_auto,SELECT * FROM `dataset_auto` ORDER BY `Modello` + `Marca` ASC LIMIT 5,"Compute the sum of the columns Modello, Marca for each row in `dataset_auto`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['208', 'Peugeot', 2022, 'Hatchback', 100, 4.5, 'Francia'], ['500e', 'Fiat', 2023, 'Citycar', 118, 0.0, 'Italia'], ['A4', 'Audi', 2022, 'Berlina', 150, 5.7, 'Germania'], ['Aygo X', 'Toyota', 2022, 'Citycar', 72, 4.8, 'Repubblica Ceca'], ['Clio V', 'Renault', 2021, 'Hatchback', 90, 4.3, 'Francia']]",0.0,0.333,0.312,0.0,1.0,0.0,0.5
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_auto,SELECT * FROM `dataset_auto` ORDER BY `Modello` + `Marca` DESC LIMIT 5,"Compute the sum of the columns Modello, Marca for each row in `dataset_auto`. Sort all rows in descending order by this sum and return the first 5 rows.","[['Outlander PHEV', 'Mitsubishi', 2021, 'SUV', 224, 2.0, 'Giappone'], ['Golf VIII', 'Volkswagen', 2021, 'Berlina', 130, 5.1, 'Germania'], ['Yaris Cross', 'Toyota', 2023, 'SUV', 116, 4.7, 'Giappone'], ['Giulia', 'Alfa Romeo', 2022, 'Berlina', 200, 6.0, 'Italia'], ['EQA', 'Mercedes-Benz', 2023, 'SUV', 190, 0.0, 'Germania']]",0.0,0.393,0.379,0.0,1.0,0.2,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_auto,SELECT * FROM `dataset_auto` ORDER BY `Anno` + `Paese di produzione` ASC LIMIT 5,"Compute the sum of the columns Anno, Paese di produzione for each row in `dataset_auto`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['Talisman', 'Renault', 2020, 'Berlina', 160, 5.5, 'Francia'], ['Panda', 'Fiat', 2020, 'Citycar', 69, 4.9, 'Italia'], ['Clio V', 'Renault', 2021, 'Hatchback', 90, 4.3, 'Francia'], ['Golf VIII', 'Volkswagen', 2021, 'Berlina', 130, 5.1, 'Germania'], ['Polo', 'Volkswagen', 2021, 'Hatchback', 95, 4.8, 'Germania']]",0.0,0.885,0.793,0.0,1.0,0.8,0.8
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_auto,SELECT * FROM `dataset_auto` ORDER BY `Anno` + `Paese di produzione` DESC LIMIT 5,"Compute the sum of the columns Anno, Paese di produzione for each row in `dataset_auto`. Sort all rows in descending order by this sum and return the first 5 rows.","[['Aygo X', 'Toyota', 2022, 'Citycar', 72, 4.8, 'Repubblica Ceca'], ['Sportage', 'Kia', 2023, 'SUV', 160, 6.3, 'Corea del Sud'], ['Tucson', 'Hyundai', 2022, 'SUV', 150, 6.4, 'Corea del Sud'], ['Qashqai', 'Nissan', 2021, 'SUV', 140, 6.2, 'Regno Unito'], ['Yaris Cross', 'Toyota', 2023, 'SUV', 116, 4.7, 'Giappone']]",0.0,0.5,0.5,0.0,1.0,0.4,0.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_auto,SELECT `Marca` FROM `dataset_auto` ORDER BY `Marca` ASC LIMIT 5,Select only the column `Marca` from `dataset_auto`. Sort it in ascending order and return the first 5 values.,"[['Alfa Romeo'], ['Audi'], ['BMW'], ['Dacia'], ['Fiat']]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_auto,SELECT `Marca` FROM `dataset_auto` ORDER BY `Marca` DESC LIMIT 5,Select only the column `Marca` from `dataset_auto`. Sort it in descending order and return the first 5 values.,"[['Volkswagen'], ['Volvo'], ['Toyota'], ['Toyota'], ['Tesla']]",0.0,0.75,1.0,0.0,1.0,0.667,0.75
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_auto,SELECT `Modello` FROM `dataset_auto` ORDER BY `Modello` ASC LIMIT 5,Select only the column `Modello` from `dataset_auto`. Sort it in ascending order and return the first 5 values.,"[['208'], ['500e'], ['A4'], ['Aygo X'], ['Clio V']]",0.0,0.8,0.8,0.0,1.0,0.8,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_auto,SELECT `Modello` FROM `dataset_auto` ORDER BY `Modello` DESC LIMIT 5,Select only the column `Modello` from `dataset_auto`. Sort it in descending order and return the first 5 values.,"[['Yaris Cross'], ['XC60'], ['Tucson'], ['Talisman'], ['Sportage']]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_auto,SELECT `Anno` FROM `dataset_auto` ORDER BY `Anno` ASC LIMIT 5,Select only the column `Anno` from `dataset_auto`. Sort it in ascending order and return the first 5 values.,"[[2020], [2020], [2021], [2021], [2021]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_auto,SELECT `Anno` FROM `dataset_auto` ORDER BY `Anno` DESC LIMIT 5,Select only the column `Anno` from `dataset_auto`. Sort it in descending order and return the first 5 values.,"[[2023], [2023], [2023], [2022], [2022]]",0.0,1.0,1.0,1.0,1.0,0.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_auto,SELECT `Paese di produzione` FROM `dataset_auto` ORDER BY `Paese di produzione` ASC LIMIT 5,Select only the column `Paese di produzione` from `dataset_auto`. Sort it in ascending order and return the first 5 values.,"[['Corea del Sud'], ['Francia'], ['Germania'], ['Giappone'], ['Italia']]",0.0,0.4,1.0,0.0,1.0,0.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_auto,SELECT `Paese di produzione` FROM `dataset_auto` ORDER BY `Paese di produzione` DESC LIMIT 5,Select only the column `Paese di produzione` from `dataset_auto`. Sort it in descending order and return the first 5 values.,"[['USA'], ['Svezia'], ['Spagna'], ['Romania'], ['Repubblica Ceca']]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_auto,SELECT `Cavalli` FROM `dataset_auto` ORDER BY `Cavalli` ASC LIMIT 5,Select only the column `Cavalli` from `dataset_auto`. Sort it in ascending order and return the first 5 values.,"[[69], [72], [90], [90], [95]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_auto,SELECT `Cavalli` FROM `dataset_auto` ORDER BY `Cavalli` DESC LIMIT 5,Select only the column `Cavalli` from `dataset_auto`. Sort it in descending order and return the first 5 values.,"[[283], [250], [224], [200], [190]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Anno` ASC LIMIT 5,"List the top 5 rows from the table `dataset_film_famosi`, sorted by the column `Anno` in ascending order.","[['Casablanca', 1942, 'Michael Curtiz', 'Romantico', 102, 3], ['Il Padrino', 1972, 'Francis Ford Coppola', 'Drammatico', 175, 3], ['The Godfather Part II', 1974, 'Francis Ford Coppola', 'Drammatico', 202, 6], ['The Silence of the Lambs', 1991, 'Jonathan Demme', 'Thriller', 118, 5], [""Schindler's List"", 1993, 'Steven Spielberg', 'Storico', 195, 7]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Anno` DESC LIMIT 5,"List the top 5 rows from the table `dataset_film_famosi`, sorted by the column `Anno` in descending order.","[['Parasite', 2019, 'Bong Joon-ho', 'Thriller', 132, 4], ['The Shape of Water', 2017, 'Guillermo del Toro', 'Fantasy', 123, 4], ['La La Land', 2016, 'Damien Chazelle', 'Musical', 128, 6], ['Birdman', 2014, 'Alejandro G. Iñárritu', 'Commedia Drammatica', 119, 4], ['12 Years a Slave', 2013, 'Steve McQueen', 'Storico', 134, 3]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Oscar vinti` ASC LIMIT 5,"List the top 5 rows from the table `dataset_film_famosi`, sorted by the column `Oscar vinti` in ascending order.","[['Pulp Fiction', 1994, 'Quentin Tarantino', 'Crime', 154, 1], ['Il Padrino', 1972, 'Francis Ford Coppola', 'Drammatico', 175, 3], ['Casablanca', 1942, 'Michael Curtiz', 'Romantico', 102, 3], ['Argo', 2012, 'Ben Affleck', 'Thriller', 120, 3], ['12 Years a Slave', 2013, 'Steve McQueen', 'Storico', 134, 3]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Oscar vinti` DESC LIMIT 5,"List the top 5 rows from the table `dataset_film_famosi`, sorted by the column `Oscar vinti` in descending order.","[['Titanic', 1997, 'James Cameron', 'Romantico', 195, 11], ['Il Signore degli Anelli: Il ritorno del re', 2003, 'Peter Jackson', 'Fantasy', 201, 11], ['The English Patient', 1996, 'Anthony Minghella', 'Romantico', 162, 9], ['Slumdog Millionaire', 2008, 'Danny Boyle', 'Drammatico', 120, 8], [""Schindler's List"", 1993, 'Steven Spielberg', 'Storico', 195, 7]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Regista` ASC LIMIT 5,"List the top 5 rows from the table `dataset_film_famosi`, sorted by the column `Regista` in ascending order.","[['Birdman', 2014, 'Alejandro G. Iñárritu', 'Commedia Drammatica', 119, 4], ['The English Patient', 1996, 'Anthony Minghella', 'Romantico', 162, 9], ['Argo', 2012, 'Ben Affleck', 'Thriller', 120, 3], ['Parasite', 2019, 'Bong Joon-ho', 'Thriller', 132, 4], ['Inception', 2010, 'Christopher Nolan', 'Sci-Fi', 148, 4]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Regista` DESC LIMIT 5,"List the top 5 rows from the table `dataset_film_famosi`, sorted by the column `Regista` in descending order.","[['12 Years a Slave', 2013, 'Steve McQueen', 'Storico', 134, 3], ['American Beauty', 1999, 'Sam Mendes', 'Drammatico', 122, 5], ['Pulp Fiction', 1994, 'Quentin Tarantino', 'Crime', 154, 1], ['Gladiator', 2000, 'Ridley Scott', 'Storico', 155, 5]]",0.0,0.591,0.481,0.0,0.8,0.4,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Durata` ASC LIMIT 5,"List the top 5 rows from the table `dataset_film_famosi`, sorted by the column `Durata` in ascending order.","[['The Artist', 2011, 'Michel Hazanavicius', 'Commedia Drammatica', 100, 5], ['Casablanca', 1942, 'Michael Curtiz', 'Romantico', 102, 3], ['Chicago', 2002, 'Rob Marshall', 'Musical', 113, 6], ['The Silence of the Lambs', 1991, 'Jonathan Demme', 'Thriller', 118, 5], ['Birdman', 2014, 'Alejandro G. Iñárritu', 'Commedia Drammatica', 119, 4]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Durata` DESC LIMIT 5,"List the top 5 rows from the table `dataset_film_famosi`, sorted by the column `Durata` in descending order.","[['The Godfather Part II', 1974, 'Francis Ford Coppola', 'Drammatico', 202, 6], ['Il Signore degli Anelli: Il ritorno del re', 2003, 'Peter Jackson', 'Fantasy', 201, 11], ['Titanic', 1997, 'James Cameron', 'Romantico', 195, 11], [""Schindler's List"", 1993, 'Steven Spielberg', 'Storico', 195, 7], ['The English Patient', 1996, 'Anthony Minghella', 'Romantico', 162, 9]]",0.0,0.815,0.846,0.0,1.0,0.8,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Regista` + `Oscar vinti` ASC LIMIT 5,"Compute the sum of the columns Regista, Oscar vinti for each row in `dataset_film_famosi`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['Argo', 2012, 'Ben Affleck', 'Thriller', 120, 3], ['American Beauty', 1999, 'Sam Mendes', 'Drammatico', 122, 5], ['Parasite', 2019, 'Bong Joon-ho', 'Thriller', 132, 4], ['12 Years a Slave', 2013, 'Steve McQueen', 'Storico', 134, 3], ['Gladiator', 2000, 'Ridley Scott', 'Storico', 155, 5]]",0.0,0.462,0.444,0.0,1.0,0.4,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Regista` + `Oscar vinti` DESC LIMIT 5,"Compute the sum of the columns Regista, Oscar vinti for each row in `dataset_film_famosi`. Sort all rows in descending order by this sum and return the first 5 rows.","[['The English Patient', 1996, 'Anthony Minghella', 'Romantico', 162, 9], ['The Godfather Part II', 1974, 'Francis Ford Coppola', 'Drammatico', 202, 6], ['Birdman', 2014, 'Alejandro G. Iñárritu', 'Commedia Drammatica', 119, 4], ['Titanic', 1997, 'James Cameron', 'Romantico', 195, 11], ['Il Signore degli Anelli: Il ritorno del re', 2003, 'Peter Jackson', 'Fantasy', 201, 11]]",0.0,0.607,0.63,0.0,1.0,0.6,0.25
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Anno` + `Genere` + `Oscar vinti` ASC LIMIT 5,"Compute the sum of the columns Anno, Genere, Oscar vinti for each row in `dataset_film_famosi`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['Casablanca', 1942, 'Michael Curtiz', 'Romantico', 102, 3], ['Il Padrino', 1972, 'Francis Ford Coppola', 'Drammatico', 175, 3], ['The Godfather Part II', 1974, 'Francis Ford Coppola', 'Drammatico', 202, 6], ['Pulp Fiction', 1994, 'Quentin Tarantino', 'Crime', 154, 1], ['The Silence of the Lambs', 1991, 'Jonathan Demme', 'Thriller', 118, 5]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Anno` + `Genere` + `Oscar vinti` DESC LIMIT 5,"Compute the sum of the columns Anno, Genere, Oscar vinti for each row in `dataset_film_famosi`. Sort all rows in descending order by this sum and return the first 5 rows.","[['Parasite', 2019, 'Bong Joon-ho', 'Thriller', 132, 4], ['La La Land', 2016, 'Damien Chazelle', 'Musical', 128, 6], ['The Shape of Water', 2017, 'Guillermo del Toro', 'Fantasy', 123, 4], ['Birdman', 2014, 'Alejandro G. Iñárritu', 'Commedia Drammatica', 119, 4], ['Slumdog Millionaire', 2008, 'Danny Boyle', 'Drammatico', 120, 8]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Titolo` + `Oscar vinti` ASC LIMIT 5,"Compute the sum of the columns Titolo, Oscar vinti for each row in `dataset_film_famosi`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['Argo', 2012, 'Ben Affleck', 'Thriller', 120, 3], ['Parasite', 2019, 'Bong Joon-ho', 'Thriller', 132, 4], ['Birdman', 2014, 'Alejandro G. Iñárritu', 'Commedia Drammatica', 119, 4], ['Il Padrino', 1972, 'Francis Ford Coppola', 'Drammatico', 175, 3], ['Pulp Fiction', 1994, 'Quentin Tarantino', 'Crime', 154, 1]]",0.0,0.667,0.643,0.0,1.0,0.6,0.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Titolo` + `Oscar vinti` DESC LIMIT 5,"Compute the sum of the columns Titolo, Oscar vinti for each row in `dataset_film_famosi`. Sort all rows in descending order by this sum and return the first 5 rows.","[['Il Signore degli Anelli: Il ritorno del re', 2003, 'Peter Jackson', 'Fantasy', 201, 11], ['The Silence of the Lambs', 1991, 'Jonathan Demme', 'Thriller', 118, 5], ['The English Patient', 1996, 'Anthony Minghella', 'Romantico', 162, 9], ['Slumdog Millionaire', 2008, 'Danny Boyle', 'Drammatico', 120, 8], ['The Godfather Part II', 1974, 'Francis Ford Coppola', 'Drammatico', 202, 6]]",0.0,0.621,0.643,0.0,1.0,0.6,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Titolo` + `Anno` + `Durata` ASC LIMIT 5,"Compute the sum of the columns Titolo, Anno, Durata for each row in `dataset_film_famosi`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['Casablanca', 1942, 'Michael Curtiz', 'Romantico', 102, 3], ['The Artist', 2011, 'Michel Hazanavicius', 'Commedia Drammatica', 100, 5], ['Chicago', 2002, 'Rob Marshall', 'Musical', 113, 6], ['The Silence of the Lambs', 1991, 'Jonathan Demme', 'Thriller', 118, 5], ['Argo', 2012, 'Ben Affleck', 'Thriller', 120, 3]]",0.0,0.852,0.821,0.0,1.0,0.8,0.7
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Titolo` + `Anno` + `Durata` DESC LIMIT 5,"Compute the sum of the columns Titolo, Anno, Durata for each row in `dataset_film_famosi`. Sort all rows in descending order by this sum and return the first 5 rows.","[['Il Signore degli Anelli: Il ritorno del re', 2003, 'Peter Jackson', 'Fantasy', 201, 11, 2247], [""Schindler's List"", 1993, 'Steven Spielberg', 'Storico', 195, 7, 2204], ['Titanic', 1997, 'James Cameron', 'Romantico', 195, 11, 2199], ['The Godfather Part II', 1974, 'Francis Ford Coppola', 'Drammatico', 202, 6, 2197], ['The English Patient', 1996, 'Anthony Minghella', 'Romantico', 162, 9, 2177]]",0.0,0.688,0.815,0.0,1.0,0.0,0.5
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Anno` + `Oscar vinti` ASC LIMIT 5,"Compute the sum of the columns Anno, Oscar vinti for each row in `dataset_film_famosi`. Sort all rows in ascending order by this sum and return the first 5 rows.","[['Casablanca', 1942, 'Michael Curtiz', 'Romantico', 102, 3], ['The Godfather Part II', 1974, 'Francis Ford Coppola', 'Drammatico', 202, 6], ['Pulp Fiction', 1994, 'Quentin Tarantino', 'Crime', 154, 1], ['The Silence of the Lambs', 1991, 'Jonathan Demme', 'Thriller', 118, 5], ['Forrest Gump', 1994, 'Robert Zemeckis', 'Drammatico', 142, 6]]",0.0,0.889,0.889,0.0,1.0,0.8,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT * FROM `dataset_film_famosi` ORDER BY `Anno` + `Oscar vinti` DESC LIMIT 5,"Compute the sum of the columns Anno, Oscar vinti for each row in `dataset_film_famosi`. Sort all rows in descending order by this sum and return the first 5 rows.","[['Parasite', 2019, 'Bong Joon-ho', 'Thriller', 132, 4], ['La La Land', 2016, 'Damien Chazelle', 'Musical', 128, 6], ['The Shape of Water', 2017, 'Guillermo del Toro', 'Fantasy', 123, 4], ['Birdman', 2014, 'Alejandro G. Iñárritu', 'Commedia Drammatica', 119, 4], ['Slumdog Millionaire', 2008, 'Danny Boyle', 'Drammatico', 120, 8]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT `Anno` FROM `dataset_film_famosi` ORDER BY `Anno` ASC LIMIT 5,Select only the column `Anno` from `dataset_film_famosi`. Sort it in ascending order and return the first 5 values.,"[[1942], [1972], [1974], [1991], [1993]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT `Anno` FROM `dataset_film_famosi` ORDER BY `Anno` DESC LIMIT 5,Select only the column `Anno` from `dataset_film_famosi`. Sort it in descending order and return the first 5 values.,"[[2019], [2017], [2016], [2014], [2013]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT `Durata` FROM `dataset_film_famosi` ORDER BY `Durata` ASC LIMIT 5,Select only the column `Durata` from `dataset_film_famosi`. Sort it in ascending order and return the first 5 values.,"[[100], [102], [113], [118], [119]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT `Durata` FROM `dataset_film_famosi` ORDER BY `Durata` DESC LIMIT 5,Select only the column `Durata` from `dataset_film_famosi`. Sort it in descending order and return the first 5 values.,"[[202], [201], [195], [195], [175]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT `Titolo` FROM `dataset_film_famosi` ORDER BY `Titolo` ASC LIMIT 5,Select only the column `Titolo` from `dataset_film_famosi`. Sort it in ascending order and return the first 5 values.,"[['12 Years a Slave'], ['American Beauty'], ['Argo'], ['Birdman'], ['Casablanca']]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT `Titolo` FROM `dataset_film_famosi` ORDER BY `Titolo` DESC LIMIT 5,Select only the column `Titolo` from `dataset_film_famosi`. Sort it in descending order and return the first 5 values.,"[['Titanic'], ['The Silence of the Lambs'], ['The Shape of Water'], ['The Godfather Part II'], ['The English Patient']]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT `Oscar vinti` FROM `dataset_film_famosi` ORDER BY `Oscar vinti` ASC LIMIT 5,Select only the column `Oscar vinti` from `dataset_film_famosi`. Sort it in ascending order and return the first 5 values.,"[[1], [3], [3], [3], [3]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT `Oscar vinti` FROM `dataset_film_famosi` ORDER BY `Oscar vinti` DESC LIMIT 5,Select only the column `Oscar vinti` from `dataset_film_famosi`. Sort it in descending order and return the first 5 values.,"[[11], [11], [9], [8], [7]]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT `Genere` FROM `dataset_film_famosi` ORDER BY `Genere` ASC LIMIT 5,Select only the column `Genere` from `dataset_film_famosi`. Sort it in ascending order and return the first 5 values.,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,dataset_film_famosi,SELECT `Genere` FROM `dataset_film_famosi` ORDER BY `Genere` DESC LIMIT 5,Select only the column `Genere` from `dataset_film_famosi`. Sort it in descending order and return the first 5 values.,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,monumenti_reali,SELECT * FROM `monumenti_reali` ORDER BY `anno_costruzione` ASC LIMIT 5,"List the top 5 rows from the table `monumenti_reali`, sorted by the column `anno_costruzione` in ascending order.","[['Piramide di Cheope', 'Egitto', 138.8, -2560.0, 'pietra calcarea'], ['Stonehenge', 'Regno Unito', 4.0, -2500.0, 'sarsen'], ['Petra', 'Giordania', 40.0, -300.0, 'arenaria'], ['Grande Muraglia', 'Cina', 7.8, -221.0, 'pietra'], ['Acropoli di Atene', 'Grecia', 156.0, -447.0, 'marmo']]",0.0,1.0,1.0,1.0,1.0,1.0,0.85
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,monumenti_reali,SELECT * FROM `monumenti_reali` ORDER BY `anno_costruzione` DESC LIMIT 5,"List the top 5 rows from the table `monumenti_reali`, sorted by the column `anno_costruzione` in descending order.","[['Burj Khalifa', 'Emirati Arabi Uniti', 828.0, 2010.0, 'acciaio'], ['CN Tower', 'Canada', 553.3, 1976.0, 'cemento armato'], ['Opera House di Sydney', 'Australia', 65.0, 1973.0, 'cemento'], ['Atomium', 'Belgio', 102.0, 1958.0, 'acciaio'], ['Monte Rushmore', 'USA', 18.0, 1941.0, 'granito']]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,monumenti_reali,SELECT * FROM `monumenti_reali` ORDER BY `altezza_m` ASC LIMIT 5,"List the top 5 rows from the table `monumenti_reali`, sorted by the column `altezza_m` in ascending order.","[['Stonehenge', 'Regno Unito', 4.0, -2500.0, 'sarsen'], ['Moai (Isola di Pasqua)', 'Cile', 4.0, 1250.0, 'tufo'], ['Grande Muraglia', 'Cina', 7.8, -221.0, 'pietra'], ['Leaning Tower of Torun', 'Polonia', 15.0, 1274.0, 'mattone'], ['Monte Rushmore', 'USA', 18.0, 1941.0, 'granito']]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,monumenti_reali,SELECT * FROM `monumenti_reali` ORDER BY `altezza_m` DESC LIMIT 5,"List the top 5 rows from the table `monumenti_reali`, sorted by the column `altezza_m` in descending order.","[['Burj Khalifa', 'Emirati Arabi Uniti', 828.0, 2010.0, 'acciaio'], ['CN Tower', 'Canada', 553.3, 1976.0, 'cemento armato'], ['Tour Eiffel', 'Francia', 330.0, 1889.0, 'ferro'], ['Machu Picchu', 'Perù', 2430.0, 1450.0, 'pietra'], ['Sagrada Familia', 'Spagna', 172.5, 1882.0, 'pietra']]",0.0,1.0,1.0,1.0,1.0,1.0,0.7
Gemini-2.5-Flash,NORMAL,data/db_categorical_simple.sqlite,monumenti_reali,SELECT * FROM `monumenti_reali` ORDER BY `paese` ASC LIMIT 5,"List the top 5 rows from the table `monumenti_reali`, sorted by the column `paese` in ascending order.","[['Opera House di Sydney', 'Australia', 65.0, 1973.0, 'cemento'], ['Atomium', 'Belgio', 102.0, 1958.0, 'acciaio'], ['Cristo Redentore', 'Brasile', 38.0, 1931.0, 'cemento armato'], ['Angkor Wat', 'Cambogia', 65.0, 1150.0, 'arenaria'], ['CN Tower', 'Canada', 553.3, 1976.0, 'cemento armato']]",0.0,1.0,1.0,1.0,1.0,1.0,1.0
